,0
4262,restaurant
4263,restaurants
4266,frequencies
4267,angry
4268,anger
4271,shades
4272,shady
4273,accuse
4274,accuses
4275,accused
4276,accusing
4280,necessities
4281,knock
4282,knocks
4283,knocked
4284,knocking
4285,loud
4286,loudly
4287,permanent
4288,permanently
4289,impermanent
4290,row
4291,rows
4292,rowed
4293,rowing
4296,confuse
4297,confusion
4298,confuses
4299,confused
4300,confusing
4301,gold
4302,golden
4303,frighten
4304,fright
4305,frightens
4306,frightened
4307,frightening
4310,solves
4311,solved
4312,solving
4313,grave
4314,graves
4315,gravestone
4316,salary
4317,salaries
4318,salaried
4319,photograph
4320,photography
4321,photographic
4324,abroad
4325,wound
4326,wounds
4327,wounding
4328,wounded
4329,virtue
4330,virtuous
4331,dare
4332,daring
4333,queen
4334,queens
4335,extra
4336,attract
4337,attraction
4338,attractive
4339,attracts
4340,attracted
4341,attracting
4344,pink
4345,gate
4346,gates
4347,gateway
4350,shut
4351,shuts
4352,shutting
4353,chicken
4354,chickens
4355,forgive
4356,forgives
4357,forgave
4358,forgiveness
4359,holy
4360,holiness
4363,prompt
4364,promptly
4365,promptness
4366,crime
4367,criminal
4368,crimes
4369,sorry
4370,sorrow
4371,sorrowful
4372,sorrowfully
4373,republic
4374,republics
4379,visitors
4380,pile
4381,piles
4384,steel
4385,wing
4386,wings
4387,stair
4388,stairs
4389,staircase
4390,partner
4391,partners
4392,delay
4393,delays
4394,delayed
4395,delaying
4398,gentlemen
4399,pour
4400,pours
4401,poured
4402,pouring
4405,damage
4406,damaged
4407,kick
4408,kicks
4409,kicked
4410,kicking
4414,burst
4415,bursts
4416,network
4417,networks
4418,networked
4419,networking
4420,resistance
4421,resist
4422,screw
4423,screws
4424,screwed
4425,screwing
4430,hire
4431,hires
4432,hired
4433,hiring
4434,verb
4435,verbs
4436,preach
4437,preaches
4438,preached
4439,preaching
4440,preacher
4441,clerk
4442,clerks
4449,anyway
4450,fan
4451,fans
4454,connects
4455,connecting
4456,connected
4457,egg
4458,eggs
4461,efficiently
4462,grain
4463,grains
4464,calculate
4465,calculation
4466,calculator
4467,calculates
4468,calculated
4469,calculating
4470,drag
4471,drags
4472,dragged
4473,dragging
4477,worship
4478,worships
4479,worshipped
4480,worshipping
4481,arrest
4482,arrested
4483,arrests
4484,arresting
4485,discipline
4486,disciplines
4487,string
4488,strings
4489,harbour
4490,harbours
4491,harbor
4492,harbors
4493,camera
4494,cameras
4497,mechanisms
4498,cow
4499,cows
4500,grand
4501,funny
4502,fun
4503,insurance
4504,insure
4507,reductions
4508,strict
4509,strictly
4510,lesson
4511,lessons
4512,tight
4513,tighten
4514,tightly
4515,sand
4516,sandbank
4517,sandhill
4518,sandy
4519,plate
4520,plates
4521,qualify
4522,qualification
4523,qualifies
4524,qualified
4525,qualifying
4528,mad
4529,madly
4530,madman
4531,madmen
4532,madness
4533,interference
4534,interfere
4535,pupil
4536,pupils
4537,fold
4538,folds
4539,folded
4540,folding
4541,royal
4542,royalty
4543,royals
4546,valuables
4547,whisper
4548,whispers
4549,whispering
4550,whispered
4551,anybody
4552,hurt
4553,hurts
4554,hurting
4555,excess
4556,excessive
4557,quantity
4558,quantities
4561,mud
4562,muddy
4567,extensions
4570,kiss
4571,kisses
4572,kissed
4573,kissing
4574,crop
4575,crops
4576,sail
4577,sailor
4578,sails
4579,sailed
4580,sailing
4584,habit
4585,habits
4588,relieves
4589,relieved
4590,relieving
4593,persuade
4594,persuasion
4595,persuades
4596,persuaded
4597,persuading
4600,uncertainty
4603,cloths
4604,eager
4605,eagerly
4606,deserve
4607,deserves
4608,deserved
4609,deserving
4612,sympathetically
4613,cure
4614,cures
4615,cured
4616,curing
4617,trap
4618,traps
4619,trapped
4620,trapping
4621,trapper
4622,puzzle
4623,puzzles
4624,puzzled
4625,puzzling
4626,powder
4627,powdery
4628,raw
4629,rawness
4632,glad
4633,gladly
4634,blame
4635,blames
4636,blamed
4637,blaming
4640,anxiety
4641,anxious
4642,bus
4643,buses
4644,tremble
4645,trembles
4646,sacred
4647,sacrifice
4648,fortunate
4649,fortune
4650,fortunately
4651,glory
4652,glorious
4653,gloriously
4656,neat
4657,neatly
4658,neatness
4662,weekends
4663,treasury
4664,treasure
4668,overcomes
4669,overcame
4670,overcoming
4671,cat
4672,cats
4675,sacrifices
4676,complain
4677,complaint
4678,complains
4679,complained
4680,complaining
4683,elects
4684,elected
4685,electing
4686,roar
4687,roars
4688,roared
4689,roaring
4690,sake
4691,temple
4692,temples
4693,self
4694,selfish
4698,competes
4699,competed
4700,competing
4701,nurse
4702,nursery
4703,nurses
4704,stuff
4705,stomach
4706,stomachs
4707,peculiar
4708,peculiarly
4709,repair
4710,repairs
4711,repaired
4712,repairing
4713,storm
4714,storms
4715,stormy
4716,ton
4717,desert
4718,deserts
4719,deserted
4725,servants
4726,hunger
4727,hungry
4728,conscience
4729,bread
4730,crash
4731,crashes
4732,crashed
4733,crashing
4734,tip
4735,tips
4736,tipped
4737,tipping
4741,strengthens
4742,strengthened
4743,strengthening
4746,proofs
4747,generous
4748,generosity
4749,generously
4750,sir
4753,whip
4754,whips
4755,tongue
4756,tongues
4757,mill
4758,mills
4759,miller
4760,merchant
4761,merchants
4762,coal
4763,ruin
4764,ruins
4767,introductions
4770,courageous
4771,actor
4772,actress
4773,actors
4774,belt
4775,belts
4776,stir
4777,stirs
4778,stirred
4779,stirring
4782,punish
4783,punishes
4784,punished
4785,punishing
4786,punishment
4789,reflections
4792,breathing
4793,anywhere
4794,amuse
4795,amuses
4796,amused
4797,amusing
4798,amusement
4799,dull
4800,dullness
4801,fate
4802,net
4803,nets
4806,fellowships
4807,fault
4808,faultless
4809,faulty
4812,beam
4813,beams
4814,pencil
4815,pencils
4816,border
4817,borders
4818,disappoint
4819,disappoints
4820,disappointed
4821,disappointing
4822,disappointment
4823,flame
4824,flames
4825,flaming
4826,joke
4827,jokes
4828,bless
4829,blesses
4830,blessing
4831,blessed
4832,corn
4833,shell
4834,shells
4835,tempt
4836,tempts
4837,tempter
4838,temptation
4839,supper
4840,suppers
4844,dive
4845,dives
4846,diving
4847,diver
4850,shine
4851,shines
4852,shone
4853,shining
4854,cheap
4855,cheaply
4856,dish
4857,dishes
4860,distantly
4861,greet
4862,greeting
4863,flood
4864,floods
4865,excuse
4866,excuses
4867,insect
4868,insects
4869,ocean
4870,oceans
4871,ceremony
4872,ceremonies
4873,ceremonial
4874,ceremonious
4875,decrease
4876,decreases
4877,decreased
4878,decreasing
4879,prize
4880,prizes
4881,harm
4882,harmful
4883,harmless
4886,insures
4887,insured
4888,insuring
4889,verse
4890,verses
4891,pot
4892,pots
4893,sincere
4894,sincerely
4895,cotton
4896,leaf
4897,leafless
4898,leafy
4899,rub
4900,rubs
4901,rubbed
4902,rubbing
4905,medicines
4906,stroke
4907,strokes
4910,bites
4911,lung
4912,lungs
4913,lonely
4914,loneliness
4917,admissions
4918,stupid
4919,stupidity
4920,stupidly
4921,scratch
4922,scratches
4923,scratched
4924,scratching
4927,compositions
4931,drum
4932,drums
4935,resists
4936,resisting
4937,resisted
4938,neglect
4939,neglects
4940,neglected
4945,passengers
4946,adventure
4947,adventures
4948,beg
4949,begs
4950,begging
4951,begged
4952,beggar
4953,pipe
4954,pipes
4955,beard
4956,beards
4957,bold
4958,boldly
4962,devil
4963,devils
4964,cheer
4965,cheerful
4966,cheerfully
4967,nut
4968,nuts
4969,split
4970,splits
4971,splitting
4972,melt
4973,melts
4974,melted
4975,melting
4976,swear
4977,swears
4978,swearing
4979,swore
4980,sworn
4981,sugar
4982,bury
4983,buries
4984,buried
4985,burying
4986,burial
4987,wipe
4988,wipes
4989,wiped
4990,wiping
4991,faint
4992,faints
4993,fainted
4994,fainting
4995,faintly
4996,faintness
4997,creature
4998,creatures
4999,tail
5000,tails
5001,wealth
5002,wealthy
5003,earnest
5004,translate
5005,translation
5006,translator
5007,translates
5008,translated
5009,translating
5013,suspicions
5014,noble
5015,nobleman
5016,nobleness
5017,nobly
5018,inquiry
5019,inquire
5020,inquiries
5021,journey
5022,journeys
5023,hesitate
5024,hesitation
5025,hesitates
5026,hesitated
5027,hesitating
5030,extraordinarily
5031,borrow
5032,borrows
5033,borrowed
5034,borrowing
5035,owe
5036,owes
5037,owed
5038,owing
5039,funeral
5040,funerals
5041,ambition
5042,ambitious
5043,ambitions
5046,mixtures
5047,slope
5048,slopes
5049,sloped
5050,sloping
5053,criminals
5054,seldom
5055,map
5056,maps
5057,spin
5058,spins
5059,spinning
5060,spun
5061,praise
5062,praises
5063,praised
5064,praising
5065,spare
5066,plough
5067,ploughed
5068,ploughs
5069,ploughing
5070,plows
5071,plowed
5072,plowing
5073,telegraph
5074,barrel
5075,barrels
5078,straightens
5079,straightening
5080,straightened
5081,scarce
5082,scarcity
5083,scarcely
5084,lunch
5085,lunches
5088,creep
5089,creeps
5090,sweat
5091,gay
5092,gaiety
5093,gaily
5094,stiff
5095,stiffen
5096,stiffly
5097,stiffness
5098,brave
5099,bravery
5100,bravely
5101,seize
5102,seizes
5103,seized
5104,seizing
5105,convenient
5106,convenience
5107,horizon
5108,horizontal
5109,horizons
5110,moderate
5111,moderation
5112,moderately
5113,complicate
5114,complication
5115,complicates
5116,complicated
5117,complicating
5118,dig
5119,digs
5120,dug
5121,digging
5122,curse
5123,curses
5126,weighs
5127,weighed
5128,weighing
5129,priest
5130,priests
5133,excessively
5134,quarrel
5135,quarrels
5136,quarrelled
5137,quarrelling
5138,quarrelsome
5139,widow
5140,widower
5141,widows
5142,modest
5143,modesty
5144,modestly
5147,dines
5148,dining
5152,politicians
5158,educates
5159,educating
5160,educated
5161,uneducated
5164,salesmen
5165,nail
5166,nails
5167,tap
5168,taps
5169,tapped
5170,tapping
5171,eastern
5172,easterly
5176,possessions
5184,behaves
5185,behaved
5186,behaving
5187,mercy
5188,merciful
5189,merciless
5190,scatter
5191,scatters
5192,scattered
5193,scattering
5196,objectionable
5197,silver
5198,silvery
5199,tent
5200,tents
5201,saddle
5202,saddles
5203,wrap
5204,wraps
5205,wrapped
5206,wrapping
5207,wrapper
5208,nest
5209,nests
5210,grind
5211,grinds
5212,grindstone
5213,spell
5214,spells
5215,spelled
5216,spelling
5217,plaster
5218,arch
5219,arched
5220,archway
5221,swell
5222,swells
5223,swelled
5224,swelling
5228,friendships
5229,bath
5230,bathe
5231,baths
5232,bundle
5233,bundles
5234,grateful
5235,crown
5236,crowns
5237,boundary
5238,boundaries
5242,asleep
5243,clock
5244,clocks
5245,clockwork
5246,boil
5247,boils
5248,boiled
5249,boiling
5250,boiler
5251,altogether
5252,lend
5253,lends
5254,lent
5255,holiday
5256,holidays
5257,precious
5258,wander
5259,wanders
5260,wandered
5261,wandering
5262,ugly
5263,reputation
5264,reputations
5265,ticket
5266,tickets
5267,pretend
5268,pretense
5269,pretends
5270,pretending
5271,pretended
5272,dismiss
5273,dismisses
5274,dismissed
5275,dismissing
5276,dismissal
5277,delicate
5278,delicately
5279,despair
5280,despairs
5281,despaired
5282,despairing
5285,awoke
5286,awaking
5287,tea
5288,FALSE
5291,fortunes
5292,cap
5293,caps
5294,thread
5295,threads
5296,haste
5297,hasten
5298,hasty
5299,hastily
5300,bare
5301,shirt
5302,shirts
5303,bargain
5304,bargains
5305,leather
5308,rails
5309,railway
5310,butter
5311,dot
5312,dots
5315,inquires
5316,inquired
5317,inquiring
5323,decisively
5324,vessel
5325,vessels
5326,pity
5327,steam
5328,steamer
5329,steamship
5330,pin
5331,pins
5334,bounded
5335,bounds
5336,companion
5337,companionship
5338,companions
5339,toe
5340,toes
5341,reward
5342,rewards
5343,rewarded
5344,rewarding
5345,forbid
5346,forbids
5347,forbidden
5350,tower
5351,towers
5354,bathed
5355,bathes
5356,lodge
5357,lodges
5358,lodging
5359,lodged
5360,swallow
5361,swallowed
5362,swallowing
5363,swallows
5364,multiply
5365,multiplication
5366,multiplies
5367,multiplied
5368,multiplying
5369,bow
5370,bows
5371,bowing
5372,bowed
5375,kingdoms
5376,garage
5377,garages
5380,pump
5381,pumps
5382,pumped
5383,pumping
5386,urgent
5387,urgently
5388,aunt
5389,aunts
5390,zero
5391,idle
5392,idleness
5393,idly
5394,fever
5395,fevers
5396,feverish
5397,feverishly
5398,christmas
5399,regret
5400,regrets
5401,regretted
5402,regretting
5403,jaw
5404,jaws
5405,soap
5406,soapy
5407,pronounce
5408,pronunciation
5409,pronounces
5410,pronounced
5411,pronouncing
5412,mispronounce
5413,empire
5414,empires
5415,bowl
5416,bowls
5421,organ
5422,organs
5423,imitation
5424,imitate
5425,caution
5426,cautious
5429,minerals
5432,disagrees
5433,disagreed
5434,disagreeing
5435,disagreement
5436,blade
5437,blades
5438,trick
5439,tricks
5442,treasurer
5443,treasurers
5444,immense
5447,inconvenience
5448,inconvenient
5451,disapproves
5452,disapproved
5453,disapproving
5454,disapproval
5458,destructively
5459,fork
5460,forks
5461,noon
5464,tune
5465,tunes
5466,polish
5467,polishes
5468,polished
5469,polishing
5470,poison
5471,poisonous
5472,shame
5473,shames
5474,shamed
5475,shaming
5476,shameful
5477,shameless
5478,loyalty
5479,loyal
5480,cottage
5481,cottages
5482,astonish
5483,astonishes
5484,astonished
5485,astonishing
5486,astonishment
5487,shave
5488,shaves
5489,shaved
5490,shaving
5491,feather
5492,feathers
5493,sauce
5494,sauces
5495,lid
5496,lids
5497,debt
5498,debts
5499,fade
5500,fades
5501,faded
5502,fading
5503,confess
5504,confession
5505,confesses
5506,confessed
5507,confessing
5511,descend
5512,descendant
5513,descent
5514,descends
5515,descended
5516,descending
5517,cape
5518,capes
5519,mild
5520,mildly
5521,mildness
5522,clever
5523,envelope
5524,envelopes
5525,invention
5526,invent
5527,inventor
5528,inventions
5529,sheep
5530,splendid
5531,splendidly
5532,stamp
5533,stamps
5534,float
5535,floats
5536,floating
5537,floated
5538,brick
5539,bricks
5540,rice
5544,businessmen
5545,businesswoman
5546,businesswomen
5551,qualifications
5552,artificial
5556,lamp
5557,lamps
5558,curl
5559,curls
5560,curling
5561,curled
5562,curly
5563,shower
5564,showers
5565,elder
5566,bunch
5567,bunches
5568,bell
5569,bells
5570,steer
5571,steers
5572,steered
5573,steering
5574,flavor
5575,spit
5576,spits
5577,spat
5578,spitting
5579,rob
5580,robs
5581,robbed
5582,robbing
5583,cream
5584,interrupt
5585,interruption
5586,interrupts
5587,interrupted
5588,interrupting
5589,pen
5590,pens
5591,weave
5592,weaves
5593,wove
5594,woven
5595,orange
5596,oranges
5597,rescue
5598,rescues
5599,rescued
5600,rescuing
5601,crush
5602,crushes
5603,crushed
5604,crushing
5605,humble
5606,humbly
5607,fancy
5608,fanciful
5609,decay
5610,decays
5611,decaying
5612,decayed
5613,polite
5614,politely
5615,politeness
5616,tribe
5617,tribes
5620,bleeds
5621,coin
5622,coins
5623,fond
5624,autumn
5628,classified
5629,classifying
5630,omit
5631,omits
5632,omitted
5633,omitting
5636,needle
5637,needles
5640,lessens
5641,lessened
5642,lessening
5645,complaints
5646,pad
5647,pads
5648,padded
5649,padding
5650,steep
5651,skirt
5652,skirts
5653,curtain
5654,curtains
5660,solemn
5661,solemnly
5662,grease
5663,greasy
5666,interferes
5667,interfered
5668,interfering
5669,explode
5670,explosion
5671,explodes
5672,exploded
5673,exploding
5674,fasten
5675,fastener
5676,flag
5677,flags
5678,resign
5679,resigned
5680,resigns
5681,resigning
5682,resignation
5683,postpone
5686,boast
5687,boasts
5688,boasting
5689,boasted
5690,boastful
5691,rope
5692,ropes
5693,envy
5694,envies
5695,envied
5696,envious
5697,aeroplane
5698,airplane
5699,aeroplanes
5700,airplanes
5701,rid
5702,rids
5703,shield
5704,shields
5705,shielded
5706,shielding
5707,veil
5708,veils
5711,kneels
5712,kneeled
5713,kneeling
5714,tray
5715,trays
5716,explosive
5717,explosively
5718,brass
5719,taxi
5720,taxis
5721,wax
5722,duck
5723,ducks
5724,button
5725,buttons
5726,buttoned
5727,buttoning
5728,unbutton
5732,invents
5733,invented
5734,inventing
5735,remedy
5736,remedies
5737,bush
5738,bushes
5739,thunder
5742,weakens
5743,weakened
5744,weakening
5747,scrape
5748,scrapes
5749,scraped
5750,scraping
5751,arrow
5752,arrows
5753,tender
5754,tenderly
5755,tenderness
5756,cruel
5757,cruelly
5758,cruelty
5761,softens
5762,softening
5763,softened
5764,mouse
5765,mice
5766,hay
5767,anyhow
5768,alike
5771,juice
5772,juicy
5773,shelf
5774,shelves
5775,bake
5776,bakes
5777,baked
5778,baking
5779,hatred
5782,cautiously
5783,basket
5784,baskets
5785,wreck
5786,wrecked
5787,wrecking
5788,wreckage
5795,confidents
5796,log
5797,logs
5798,heap
5799,heaps
5800,suck
5801,sucks
5802,sucked
5803,sucking
5804,ladder
5805,ladders
5806,gap
5807,gaps
5808,obey
5809,obedience
5810,obedient
5811,obeyed
5812,obeys
5813,obeying
5814,hut
5815,huts
5816,axe
5817,axes
5821,translations
5822,collar
5823,collars
5826,deliveries
5827,reproduce
5828,reproduction
5829,reproduces
5830,reproduced
5831,reproducing
5834,confessions
5835,pan
5836,pans
5837,prejudice
5838,prejudiced
5839,unprejudiced
5840,voyage
5841,voyages
5842,tobacco
5845,paste
5846,pastes
5847,pasted
5848,pasting
5849,cake
5850,cakes
5851,elephant
5852,elephants
5853,ribbon
5854,ribbons
5855,harvest
5856,ashamed
5857,cave
5858,caves
5859,customary
5860,thief
5861,thieves
5862,damp
5863,sew
5864,sews
5865,sewing
5866,sewn
5867,rust
5868,rusty
5871,separations
5874,waiters
5875,waitress
5876,waitresses
5877,pet
5878,pets
5879,straw
5880,straws
5881,upset
5882,upsets
5883,upsetting
5884,towel
5885,towels
5886,refresh
5887,refreshing
5888,refreshed
5889,refreshes
5890,refreshment
5891,refreshments
5894,fur
5900,defendants
5904,dip
5905,dips
5906,dipped
5907,dipping
5911,suspiciously
5915,ash
5916,carriage
5917,carriages
5921,educators
5922,saw
5923,saws
5924,sawed
5925,sawn
5926,sawdust
5927,sawmill
5928,stove
5929,stoves
5930,rubber
5931,rug
5932,rugs
5933,misery
5934,miserable
5935,awkward
5936,awkwardly
5937,awkwardness
5938,rival
5939,rivalry
5940,rivals
5941,roast
5942,roasting
5943,roasted
5944,deed
5945,deeds
5948,preferences
5951,explosions
5954,theatrically
5955,cultivate
5956,cultivation
5957,cultivator
5958,cultivates
5959,cultivating
5960,cultivated
5964,collectors
5967,miserably
5968,wrist
5969,wrists
5970,rabbit
5971,rabbits
5972,accustom
5973,tide
5974,tides
5975,tidal
5976,insult
5977,insults
5978,insulted
5979,insulting
5980,thumb
5981,thumbs
5982,lump
5983,lumps
5984,annoy
5985,annoyance
5986,annoyed
5987,annoys
5988,annoying
5989,toy
5990,toys
5993,heals
5994,healed
5995,healing
5996,shallow
5997,shallowness
6000,repetitions
6001,soup
6002,whistle
6003,whistles
6004,whistling
6007,apple
6008,apples
6009,offence
6010,offend
6011,offense
6012,cork
6013,corkscrew
6014,ripe
6015,ripen
6016,temper
6017,sore
6018,pinch
6019,pinches
6020,diamond
6021,diamonds
6022,razor
6023,razors
6027,imaginatively
6028,hook
6029,hooks
6030,copper
6033,landlords
6036,influentially
6037,rot
6038,rots
6039,rotted
6040,rotting
6041,hollow
6042,hollows
6043,enclose
6044,enclosure
6045,encloses
6046,enclosed
6047,enclosing
6050,hardens
6051,hardened
6052,hardening
6053,wicked
6054,wickedly
6055,wickedness
6058,stiffens
6059,stiffening
6060,stiffened
6061,silk
6062,silkworm
6063,silky
6064,upright
6067,stripe
6068,striped
6069,pig
6070,pigs
6071,inward
6072,inwards
6073,inwardly
6076,rake
6077,rakes
6078,raking
6079,raked
6080,purple
6083,hastens
6084,hastened
6085,hastening
6088,shortens
6089,shortened
6090,shortening
6091,applause
6092,applaud
6093,ache
6094,aches
6095,apology
6096,apologies
6097,knot
6098,knots
6099,nephew
6100,nephews
6101,cushion
6102,cushions
6103,cushioned
6104,drown
6105,drowns
6106,drowning
6107,drowned
6110,nurseries
6111,pint
6112,pints
6113,fierce
6114,fiercely
6117,imitates
6118,imitated
6119,imitating
6120,aloud
6123,robbery
6124,robberies
6127,tightens
6128,tightened
6129,tightening
6132,imperfection
6133,scorn
6134,scornful
6138,trunk
6139,trunks
6140,wool
6141,woolen
6142,woollen
6143,woolly
6146,sailors
6150,competitors
6153,deer
6154,bean
6155,beans
6162,drawer
6163,drawers
6166,disregards
6167,disregarded
6168,disregarding
6171,patriotic
6172,tin
6173,tins
6174,tinned
6175,penny
6176,pennyworth
6177,cage
6178,cages
6179,pardon
6180,pardoned
6181,pardons
6182,pardoning
6183,unpardonable
6188,offends
6189,offended
6190,offending
6191,coarse
6192,spoil
6193,spoils
6194,spoilt
6195,spoiling
6198,horizontally
6199,sting
6200,stings
6201,stung
6202,ditch
6203,ditches
6206,librarians
6210,cough
6211,coughs
6212,coughed
6213,coughing
6214,deaf
6215,deafen
6216,sword
6217,swords
6220,messengers
6221,vain
6222,vainly
6223,castle
6224,castles
6225,elastic
6226,elasticity
6227,comb
6228,combs
6229,rod
6230,rods
6234,widens
6235,widened
6236,widening
6242,inventors
6243,cliff
6244,cliffs
6245,umbrella
6246,umbrellas
6249,interruptions
6250,merry
6251,merrily
6252,gallon
6253,gallons
6254,conquest
6255,conquer
6256,conqueror
6257,conquests
6261,headaches
6262,tailor
6263,tailors
6264,bucket
6265,buckets
6266,scent
6270,signatures
6271,cart
6272,carts
6275,darkens
6276,darkened
6277,darkening
6278,sometime
6281,applauds
6282,applauding
6283,applauded
6286,hello
6287,pretence
6289,pretences
6291,pretenses
6295,descents
6299,conquers
6300,conquered
6301,conquering
6304,frameworks
6308,confidentially
6311,adoptions
6312,disgust
6313,disgusts
6314,disgusted
6315,disgusting
6316,waist
6317,waists
6318,waistcoat
6321,momentarily
6324,receipts
6325,pearl
6326,pearls
6327,ray
6328,rays
6329,lazy
6330,limb
6331,limbs
6332,grammatical
6333,grammar
6334,beast
6335,beasts
6336,monkey
6337,monkeys
6338,jewel
6339,jewels
6345,sock
6346,socks
6347,vowel
6348,vowels
6349,hammer
6350,hammers
6351,hammered
6352,hammering
6353,inn
6354,chimney
6355,chimneys
6360,ornament
6361,ornaments
6370,sharpens
6371,sharpening
6372,sharpened
6378,handkerchiefs
6379,greed
6380,greedy
6381,greedily
6384,thirst
6385,thirsty
6386,niece
6387,nieces
6388,spill
6389,spills
6390,spilling
6391,loaf
6392,loaves
6393,wheat
6394,worm
6395,worms
6398,rude
6399,rudely
6400,rudeness
6405,heightens
6406,heightened
6407,heightening
6412,loosens
6413,loosened
6414,loosening
6415,cheese
6418,rivalries
6421,royalties
6424,discontented
6427,complications
6430,indoor
6431,indoors
6432,flour
6435,actresses
6436,congratulation
6437,congratulate
6438,congratulations
6439,ounce
6440,ounces
6441,fry
6442,fries
6443,fried
6444,frying
6447,goat
6448,goats
6449,ink
6450,inky
6451,disappearance
6454,disappearances
6459,thickens
6460,thickening
6461,thickened
6464,spoon
6465,spoons
6466,spoonful
6467,strap
6468,straps
6469,deceive
6470,deceit
6471,deceives
6472,deceived
6473,deceiving
6476,revenge
6479,corrections
6483,descendants
6486,hesitations
6487,spade
6488,spades
6489,basin
6490,basins
6491,weed
6492,weeds
6493,omission
6494,omissions
6497,bicycle
6498,bicycles
6504,photographs
6505,coward
6506,cowardice
6507,cowardly
6508,mat
6509,mats
6510,rejoice
6511,rejoices
6512,rejoiced
6513,rejoicing
6514,cheat
6515,cheats
6516,cheated
6517,cheating
6520,congratulates
6521,congratulated
6522,congratulating
6525,discomforts
6526,discomforted
6527,discomforting
6530,enclosures
6534,attentively
6535,paw
6536,paws
6541,overflows
6542,overflowed
6543,overflowing
6546,dissatisfies
6547,dissatisfied
6548,dissatisfying
6553,tidy
6554,tidies
6555,tidied
6556,tidying
6557,bribe
6558,bribery
6559,bribes
6560,bribing
6561,bribed
6562,mend
6563,mends
6564,mended
6565,mending
6566,stocking
6567,stockings
6568,feast
6569,feasts
6570,feasting
6571,nuisance
6572,nuisances
6573,thorn
6574,thorns
6575,tame
6578,inclusively
6588,chalk
6589,sour
6592,procession
6593,processions
6596,ripens
6597,ripened
6598,ripening
6599,jealous
6600,jealousy
6609,homecomings
6610,barber
6611,barbers
6614,whitens
6615,whitening
6616,whitened
6617,berry
6618,berries
6621,lightens
6622,lightened
6623,lightening
6624,pigeon
6625,pigeons
6626,hinder
6627,hindrance
6628,hinders
6629,hindered
6630,hindering
6633,baggage
6634,noun
6635,nouns
6645,rubbish
6653,deepens
6654,deepened
6655,deepening
6656,pastry
6657,pastries
6658,cupboard
6659,cupboards
6660,quart
6661,quarts
6662,quarterly
6663,headquarters
6664,canal
6665,canals
6668,notebooks
6671,deceits
6672,deceitful
6673,parcel
6674,parcels
6677,brightens
6678,brightened
6681,punctual
6682,punctuality
6683,punctually
6684,hurrah
6685,lipstick
6690,fattens
6691,fattened
6692,fattening
6696,conquerors
6699,hindrances
6705,obediently
6706,saucer
6707,saucers
6708,madden
6709,maddens
6710,maddened
6711,maddening
6712,scold
6713,scolds
6714,scolded
6715,scolding
6719,weekdays
6720,rotten
6723,disrespects
6724,disrespected
6725,disrespecting
6726,disrespectful
6731,deafens
6732,deafening
6733,deafened
6734,donkey
6735,donkeys
6739,unbusinesslike
6745,saddens
6746,saddened
6747,saddening
6753,handshakes
6760,headdresses
6761,scissors
6768,possessors
6769,shilling
6770,shillings
6773,reddens
6774,reddened
6775,reddening
6779,whose
6792,electricians
6793,oar
6794,oars
6799,sweetens
6800,sweetened
6801,sweetening
6802,sow
6803,sows
6804,sown
6805,sowing
6808,beak
6809,beaks
6810,plural
